dept,rev
2,"i researched and ordered the nokia boom headset (hdb-5) for the nokia 2600, which was suppose to work for the nokia 2600. upon receiving it i was very disappointed because when i would plug it into my nokia 2600 it kept coming up with the message 'enhancement not supported'. i tried everything to get it to work (including taking it over to my cell phone store and asking them if i was doing something wrong). they couldn't even come up with an answer. you need to take the boom headset (hdb-5) off of the list of enhancements for the nokia 2600, because it does not work for that model. as you can see it gets a very low rating from me, since it didn't work for my cell phone. your list of enhancements is very misleading and right now i have no hands off device for my nokia 2600 because of your misleading list.
"
2,"this is my second logitech set. my 1st was a mobile freedom which its ear loop broke after 6 months. logitech replaced it with this one 12/06. now 2 weeks prior to one year the ear loop snapped off of this one. poor design which outweighs the otherwise very reasonable functionality of the device.called logitech and they are refunding my money, which is ok as i do not want another one!
"
2,"the new battery i purchased doesn't seem as good as the original one, it needs to be charged more frequently, although the price was low i think the quality is low too.
"
1,"i have bought dockers for years but these are cut smaller than they usually are. even with the ""stretch"" waist band they are tight. so much for an ""extra"" inch. beware. try these in a store before you buy.
"
1,"this is the first thing i've ever gotten from under armour. everyone on my football team has good luck with their products but mine seems to be defective. after one wash the logo starts cracking and the second time worn the logo starts peeling...wishing for a refund, bad luck i guess.
"
2,"yeah, go with a different phone. this one has been discontinued because it has so many promlems. i've had it for the past 8 months or so and i'm getting ready to trade it in for a new one for the third time.problems the phone often encounters:-end button stops working-randomly dropped calls-answer the phone to both the microphone and speaker not working-screen not working so you can't tell who's calling-dirt gets under the screen very easilyi'm sure there are more. it's not all bad, but you're much better off with another phone.
"
2,"hard to get on, makes the keys hard to push, but it does what it's supposed to, protect my pearl :)
"
2,"the battery doesn't last long. it is a chinese product and doesn't look like an original nokia battery. but that's what you get when you pay $3 including delivery! that's why i gave it 2 stars instead of 1.
"
1,"i did not expect this top to be skin tight. the other armour exercise shirt i have is a comfortable fit. it is partly my own fault because i did not realize the significance of &#34;compression&#34; fit.
"
2,"i purchased 2 of these. first of all, the product image is wrong, because the image on amazon clearly shows the blackberry logo, and the batteries i got are unmarked and with no logo or mention of the word blackberry.i could have gotten over that if the battery actually worked . . .the batteries are refurbished, and not new. (they were not sealed in plastic.) i put in the first battery, turned off my phone, and charged it overnight. the next day i unplugged it and carried the phone around as usual. by night (about 14 hours later), the battery was dead. note that i did not make a single phone call that day. the phone was on standby, and it died in 14 hours! my old battery was almost as good!anyway, i bought two of them, as i said. the second one seems to be holding its charge somewhat, but i can see that the battery life indicator is already down to 75% after 10 hours of zero usage (all on standby).as far as i'm concerned, i was cheated into thinking the following (neither of which are true):1 - i was buying an original blackberry product (note: i have complained about the image to amazon, so i expect they will take action on this soon)2 - i was buying a new batteryi paid about $10 in total for these two batteries, and my time is more valuable than repackaging these and sending them back. my guess is that the seller is counting on exactly this psychology--that most of us will get annoyed for a couple of hours, and then realize that its not worth the time or attention.well done, mr & mrs fake-battery-seller. you got my money, but it's worth the 10 bucks for me to know never to go near you guys again.
"
2,"this charger came packaged nicely, and i figured i would give it a try. the cord is super short and within 5 uses the zune connector part literally fell apart in my hands! there were pieces everywhere. i barely kept it working without the covering for the connector for about 2 more uses then the exposed wires snapped. :( very disappointed with this product. will not buy from this company again.
"
1,"do not buy these shirts, not worth the money, certainly not worth bill blass label, very poor style and stitching and fabric.
"
1,"i have big legs and legs on this were too big while the waist area too tight even though i followed the instructions. had to return it.
"
2,"my mom and i both tried this phone. my husband tried it in black. all three of us had problems both sending and receiving calls. half the time it didn't even register that we had missed a call. other times it took us directly to voicemail without alerting that caller that they were being called. tried sony's recommendations--downloading updates via a usb cable sony sent, and a new charger. tried at&t's recommendation to ""turn it off while you shower and then turn it back on afterwards so it can receive updates from the tower."" nothing helped. i guess you get what you pay for--this was the free phone offered by at&t when we set up our plan.
"
2,"i have all 4 of the channels this device is suppose to work with. it only worked on one channel 107.9, it was very faint with static. my car stereo volume was turned completely up, and my mp3 players volume turned completely up. not sure what the problem, but i suppose you get the value of the price you pay.
"
2,"i purchased this for my brother-in law in another state. none of the adapters worked, and we decided it would not be worth the postage to return it.
"
2,"i ordered the item according to the chart that was associated with the size and it ended up being to big. the item is also like it is made from rubber, but because i needed it for this weekend i don't know what i am going to do at this point.
"
2,"handles fall off with long use, they don't cook evenly. never buying faberware again.
"
1,"i purchased one of these shirts from sport check and paid $30 for it. it was comfortable and i had no problems with it until 1 day i noticed some white flakes on the front of it. when i tried to wipe them off i saw that it was the material that was flaking off in a perfect circle. the more i brushed the bigger the hole grew. now you can see through the center of my shirt like some nylon stockings, which looks pretty girly. for a $30 shirt i sure expected to get a lot more wear out of it.
"
2,"i can't think of anything to gush about with this phone. usually i like nokia's but have been disappointed in this one.the sound dips up and down while listening to a caller.the moving display on the front screen annoys me to no end and is difficult to read. it is a large screen on the front, yet only 10% of it is utilized. the time and number of missed calls etc moves up and down the screen. why?my only hope is that perhaps if i feel like reading the manual this can be customized.and the battery....it is constantly beeping at me because it needs to be recharged. it is ridiculous how poor the battery life is!basically, this is just a generic phone to me. i am struggling to find reasons that i like this phone over others. i can't think of a feature that makes it stand out above the rest.
"
2,"amazon rebate is a scam. i purchased this headset on 1/23/2007, and received it on 1/25/2007. however, the rebateshq site was not functioning on 1/25/2007. when it works the next day, it can not locate the offer number, nor could this rebate be located from the manufacture. if you click on the url link supplied by amazon rebate form, you will be able to find the offer by amazon order number, however, they will disconnect you in the next step saying 'session expired'. there is no way around, what a scam. it's a shame for amazon to squeeze the last penny out of its customers. it's $5.99, come on!
"
2,"i got suckered in with the original price and then how much you get back when you sign up for service.1. do not use t-mobile. nothing but problems and thier service range is horrible.2. i agree with the camera. it stinks.3. not taking the charge is annoying. sometimes i have to play with the phone for sometimes 20 minutes so i can charge it overnight.4. the phone is not durable at all and the screen turns all blue after opening the phone after it has been off the charger for an hour or so. the phone will not function right and i have to close it and wait for a few minutes for the phone to reset. my sister in laws does the same thing. the phone should not do this.overall, i should have chose a little more wisely and know why they are giving so much back when you purchase the phone.
"
2,"my boyfriend bought this phone for me from amazon and it was the worst idea ever! first, when i got the phone it couldn't be activated due to technical problems (due to amazon, not at&t;). i called amazon for assistance, and they forwarded me to their cell phone department who said 1) they didn't know what the problem was, 2) there was no one else that i could speak to, and 3) they would email (not call) me back. amazon gave me the run-around for over two weeks. finally, i took the phone into an at&t; store. they informed me that is was most definitely a refurbished phone. they also told me the reason there were so many problems activating the number is because the phone number belonged to someone else! i called amazon to discuss the fact they had sent me a refurbished phone when i had bought a new phone, and they did not have an answer. the very nice customer service representative said that he would have someone email me back (because the cell phone specialty department did not make any calls). it's been two weeks and i still do not have an explanation as to why i was sent a refurbished phone or why i was assigned a number which was already assigned to someone else.do not buy phones from amazon. although you pay less for the phone, it's not worth it!!! just go it the store and deal directly with the cell phone company.
"
2,"the product description on amazon's web page indicates that this headset is compatible with the nokia 2600 phone. so i ordered two of them together, but neither one worked with my nokia 2600. since the seller would only refund my purchase price and original shipping charges, i had to pay the return shipping costs myself. so i'm now back to square one with no headset for my phone -- and with less money in the bank than before. the only reason i'm giving this headset one star is because i wasn't able to proceed with my review unless i rated it at least one star!
"
2,"we received our comforter, and it was not the dimensions advertised. we contacted the seller(egyptian cotton factory outlet store) and the claimed manufacturer (warm things). the manufacturer responded quickly to tell us that this seller does not have access to their products. the seller has copied the language from the manufacturer's website and is selling fraudulent products in their name. if you care about the quality or dimensions of the comforter you're buying, don't buy from them.
"
2,"okay so i guess i didn't read the 1 or 2 reviews that said the case doesn't close shut.it clicks shut then flips open. anyway i will return what is essentially a pointless product now. very disappointed.seems the build quality is inconsistent as most reviews said it shut fine but 1 or 2 did report this problem
"
2,"this phone look good but don,t work when press number don,t work speakerphone dont workmake alot fuss drop call a lot this is a bad phone motorola have good phone don,t know what happen to this one if i could give back it would be gone
"
3,"i was given one of these sets as a gift. nothing like the farberware of 20 years ago. the original sets would last a lifetime, these appear cheaply made and nowhere near as substantial. i don't think they'll last. fit and finish not as good as the original farberware. another great american brand trashed by asian junk merchants. save your money and look for new old stock on ebay, but be sure to buy made in us only.
"
2,"i ordered a 16 piece place setting , service for 4 but only recieved a 4 piece place setting, service for 1. i contacted amazon and they arranged to have the order corrected and arrange for return for the incorrect order. once to corrected shipment arrived again it was a service for only 1. i was charged for a service for 4. this was eventually credited back to me however since i only had 2 place settings, i purchased 2 others locally at younker's department store. the dishes that came with from amazon are different than the ones from younker's. it is like the molds were different or something...the plates are deeper from amazon and as a result the set does not stack properly. i am not certain if this inventory issue has been resolved with amazon so buyer beware.
"
2,"this battery is recycled from the used cell phone. the power can not be hold even for one day.
"
1,"i did not get the slack that had the waistband. i got slack with no waistband, so i send them back an was trying to ge a 42 29 but i received a e mail stateting that the product was no longer avability. so far i'am not sure were my refund went. please let me know.tom atkinson
"
3,"i have a rival mug warmer that i've enjoyed for years. no idea where i got it. i just know it's been a champ! recently, my husband was ill and wanted to use it for the broth or tea he was constantly sipping. he got better, i requested it back, he returned it, then stole it again two days later. so, time for me to get to get a new one, right?unfortunately, this mr. coffee warmer is no rival to my rival! my rival is so hot that the bottom several sips of coffee are almost (not quite) too hot to drink, and that's how i like it. on the few occasions i've forgotten about it, it's still hot hours and hours later, and there will have been some evaporation/concentration of the leftover coffee!the mr. coffee, on the other hand, lets the coffee cool to barely above tepid after a mere half hour. i deliberately left the bottom few sips for awhile, and even that last little bit got colder. this just is not acceptable. at all.oh, and to be very clear, for my test of this mug warmer, i was sure to use the same mug i always use for my coffee (so no difference in surface area contacting the warmer), i pre-warmed the mug to almost too-hot-to-touch, and i prewarmed the warmer itself for about two minutes before placing my piping-hot mug of coffee on it. with all that, for it to be tepid at the bottom in 30 minutes is just ridiculous.i just requested a refund, and was very pleased to be told by amazon that i wouldn't have to hassle with actually returning this thing in order to get said refund. my husband is going to see if it will be adequate for him, because he's actually fine with ""tepid"". (and i'll be taking back my rival warmer, thank you!) when i unplugged the mr. coffee warmer in order to give it to him, i noticed that the bottom of the thing was warmer than the warming plate itself. yeah. let's waste the heat out the bottom of it, rather than directing it to where it does the most good. *sigh*
"
2,"everytime the bass on the music went up the reception got very static. tried almost every station possible but had same result. i bought a $12 transmitter from amazon long time ago, it worked alot better than this item.
"
2,"i've now used this on two long car trips up and down the east coast, and my recommendation is that you only buy this if you are absolutely desperate to use your ipod in your car, and there are literally no alternative ways to use your car's audio equipment to accomplish that. the sound (whether in an urban area or way out in the sticks) is noisy, distorted, and compressed, even when there are no local interfering stations. loud music is crackly, quiet music is inaudible.
"
2,"save your money. the eargels split in two days. i used regular ear buds on the large size. they did hold the buds in the ear better, but no gain in sound quality. if you want the small and med, i'll send them to you for shipping. i have no use for them.
"
1,"i bought two shirts and later i realize never ever buy cloths over net. what you see is not what you get. these are poor quality shirts.
"
2,"i purchased two of these in june '01, and both were dead as a doornail by sept '01. i use an ericsson charger that doesn't allow overcharging and i conditioned the battery each month - which means that they were dead after the 3nd conditioning. neither would charge back up after they had been discharged. in fairness to ericsson, i have to say that their warranty service is superlative. they sent me upgrade replacement batteries, no shipping charges, within one week. ericsson gets five stars but this particular battery gets one.
"
2,"very badly sized and can't return it since i washed it before trying it on
"
2,"doesn't matter that you drive a gas-guzzlin' suv or live in a nice house that's paid for - paying for serious bandwidth can be painful. share your pain with other geeks, and confuse the riff-raff.
"
2,"this is the worse phone i ever had. at the begining was ok but now after 4 month phone by itself start to get numbers even when i want to make off or on the phone and by press that buttom, phone by itself gets last no i got before!!!
"
2,"received case well packaged and fast shipping! the case itself form fits phone fine, but does not snap well together. the first time i tried one of the top tabs broke. so for temporary purposes until i get a new case i used a dab of gorilla glue to hold the upper two halves together. obviously if i have to reset the phone this will be the end of the case. only 3 bucks, but i would put that money towards a soft silicone case.
"
2,"i could not get a single station to play acceptably. returned this item after trying to go through every station without any positive results.
"
2,"none of them actually fit my ear or the other person i brought them for. they were way too big. if you have small ears don't purchase this item.
"
1,"the picture and description is of a shirt, what was sent was a sleeveless tank-top, open at the arm pits. don't order this if you expect a shirt or plan to use it for submission grappling.
"
2,"i've been a palm fanatic for over 10 years. i've always been an early adopter and bought the latest gadget when it first came out. i agree with many of these reviewers that the treo 600 was a breakthrough product and has great functionality, etc. but it is completely unreliable. i'm currently on my 3rd 600. each one died a hideous death after about 6 months. first the normal phone speaker died. so handspring replaced it for free. six months later the monster buzzing in my ear made using the phone impossible (in addition it had a nasty problem of doing a hard reset all on its own about once a week - often when i was traveling.) so again handspring replaced it. about 4 months into my 3rd device the monster screeching buzzing returned. this time when i called for a new one i was informed by palm that, ""we don't replace phones for free any more. it will cost you $200 to get a replacement."" so basically palm's business model is: we sell you a product that consistenly doesn't work and then we demand that you pay us as much to replace it (with another one that doesn't work) as you would have to spend to get a blackberry. it's unbelieveable. so i thought i'd suck it up and buy the 650 (even though two different friends bought it and both had already swapped it out for the same unreliability). but palm told me to get a 650 would cost me $700 ! i said, ""wait a minute, handspring used to give me the new phone each time at a discount if i'd send my old one back."" but i was informed that palm doesn't reward loyalty in any way anymore. what a joke.so i wrote a letter to the ceo of palm to complain. that was 5 months ago. no response or acknowledgement. what a disappointing company - in every aspect of it.i now use a motorola razor. palm is a joke. no serious business person can rely on the palm products or the company any more. shame.
"
1,"great shirt in most respects, but way too small. i bought the adult small for my 12-year-old son, who is 5 ft even, 115 lbs, and it is so skin-tight he could barely breathe in it. i'm exchanging it for the non-compression version.
"
2,"the first one we received was dead out of the box. it made a loud grinding and sounded like a fan hitting metal. we assumed this was due to shipping damage and received a replacement. the replacement worked fine for six months but suddenly the display panel would go blank and the clock would reset after a few minutes. the microwave has now ceased functioning altogether. the warranty states ""in-home"" service, but there are no local service facilities.
"
2,"the manufacturer packed this product so poorly that the plastic joints between sections of the tree were smashed, and the pole in the center of the tree was bent beyond redemption. i have no idea how this tree looked all put together since i had to repack it and send it back. thankfully amazon.com's return policy is generous and swift - they get five stars for service! in the meantime, it was a real tree for me again this year . . . i may try to go with an artificial one next year, but will not order one online again.
"
2,"h.j spivack's review (12/17/04) is dead-on! i have experienced the same issues and frustration with cingular & this phone. my advice, get a different phone & service. received the first phone in june 2004 and now in may 2005, i am on the fifth phone. each time a problem has come up (buttons didn't work, display stops working, phone answered the call on its own (while sitting on the desktop), etc.), the service has been tremendously awful (1 hr on the phone) and my only viable option is to receive another refurbished phone. the company tells me the replacements are ""reconditioned"" and suggested i contact motorolla. even after clearly articulating i was dissatified with the quality of the phone and service, my request for a refund and/or different phone at their cost was denied. this company is not customer friendly or interested in maintaining any level of customer service or satisfaction. add to that poor phone performance and it is a lose-lose scenario.
"
2,"i am using this phone for the past one month. though i read all the reviews about this phone i didnt think that sony ericsson could make such a bad phone. agreed...it has all the features compiled in it...but what is the use of the phone if it doesnt have a good reception. (this is the worst of the phones in reception i have ever used). people might comeback and say reception is because of the area am in, but i checked with other nokia and samsung phones(of same service provider) in the same spot.my guy was the worst.not just that, this feature packed phone is not able to stand the load of all the features. it just hangs and the only way out is to turn off and turn on the phone. this would be the worst thing you would ever like to do when you are in the mid of a call or searching for a number.the features might look tempting. but i would seriously advise anyone to think twice before buying this piece. i was totally disappointed by the quality of the phone. ( i am not writing this in a day or a week, i have used this phone for around a month).
"
3,"i don't know if i'm the only one that experienced this problem but i ordered the blue floral paisley set and got some ugly checkered blue design. looks like a little kids room sheet. i emailed amazon and they resend another sheet set that looks exactly the same as the wrong one i received before! i'm giving the item poor ratings because amazon gives you something that's not even shown on the screen (nor in any of the other options that are even sold out). i'm not even sure what they're shipping out, but it's not what's described on the page. if you have this problem, please email amazon, so i'm not the only one with this complaint. thanks.
"
2,"i've had this phone for under a year. it has some great features for sure! i really liked the pink color and i am over 30. from the begining, everyone i spoke to on the phone said they could not hear me unless i spoke loudly into the bottom of the phone which was quite annoying esspecially in public. then one day no one could hear me at all. i tried everything including reseting the phone, nothing worked. i am now in the market for a new phone in less than a year, what a waste.
"
2,"i really wanted this item to work because everybody seemed to love it. it didn't hold anything in on me and it gave me back boobs. waste of money for me.
"
2,"we were given this product as a gift and absolutely loved them at first. they are compact (compared to many grinders) and a cute design. unfortunately we found the first flaw a few weeks later when it came time to refill for the first time. the refill doors are tiny! the only reasonable way to pour in salt was to use a paper funnel and the pepper was even worse having to be fed one peppercorn at a time through the tiny door.after the second refill the little doors started refusing to stay shut. since they slide ""up"" to close with the way the mills sit on the shelf. they just fall down and constantly reopen with the help of gravity even when not used.we used these mills at most for 3 meals a week...2 people who aren't heavy spicers, but despite our limited use of these mills the handles broke off in under 11 months.it's a cute product if you are ok with something that is designed to not be used beyond 2-3 refills.
"
2,"this seems not to work. it says the led should light, but it doesn't. my cell phone was not completely out of charge when i started, so i couldn't tell. i tried emailing the manufacturer at the address on the directions, but the email bounced.
"
1,"i agree, these are cut small... buy an inch or two larger than you normally do. the waist band does not stretch.
"
2,"i replaced an old betty crocker warmer due to age (20 years) with this, ironically because i thought i may be pushing my luck with ancient wiring. the first time out of the gate, i left the house with the warmer on for hours...the on/off indicator light is so dim i can only see the glow if i cup my hand over the light to shade it. scared me enough to pull my old one back out, it has an automatic shutoff that would have prevented my potentially dangerous oversight. and warms better anyway!
"
2,"i am enjoying its use. the only issue is one of manufacturing. the opening that allows for moving of the vibrate off/on control does not align with the control. it is difficult to move the control. i modified the case by making a small cut to it.
"
2,"i just got this phone a few days ago to replace my broken sonyericsson z520a. i'm attracted to this samsung because of the thin form factor and pretty impressive spec.but the first time i used it, i was totally disappointed. my biggest complaint is the flat keypad. the keypad doesn't give you enough tactile feedback when you press it. and for some reasons some keys are harder to press than the others. this really annoys me since i text message a lot.other than the keypad, this is a very nice phone. the screen is high resolution (320 x 240) and very bright. imho the user interface is not as intuitive as sony ericsson's.i tried bluetooth on this phone and was able to transfer my phonebook from my laptop without a hitch.but for me, the keypad is the killer. that's the reason i rated it 2 stars. this phone is going back to amazon for sure.
"
1,"i did not get the slack that had the waistband. i got slack with no waistband, so i send them back an was trying to ge a 42 29 but i received a e mail stateting that the product was no longer avability. so far i'am not sure were my refund went. please let me know.tom atkinson
"
2,"let's start with the bad things:1: there's no way this battery will ever give 2 weeks of standby time in the real world. when i first got it, about 7 months ago, it would give 5-6 days. not bad, but a far cry from the ""1-2 weeks"" that was promised.2: it decays fast. 7 months ago i could get 5-6 days of standby time. this battery has now been reduced to being 1-2 days. the ""zero memory effect"" claim is also worthless.personally, i'd avoid the sch-3500 at all costs. while it seems like it should be a decent phone, it has a myriad of problems. i'm currently on my second, the first one died after less than a year of very light use. pick a different phone and battery system.
"
1,"i bought two shirts and later i realize never ever buy cloths over net. what you see is not what you get. these are poor quality shirts.
"
2,"charger connection to bluetooth is poor. it does not connect well and sometimes looses connection which causes poor charge performance.
"
2,"charging end would not seat securely in phone socket. tip broke off within a month of purchase. i should know better by now.
"
1,"merchant was out of stock on the second pair of pants, so when it was shipped i was charged $9 again when the second pair was in stock weeks later.will not buy from amazon vendors again.
"
1,"i ordered several designs of the cacharel shirts and was very disappointed when they arrived because the fabric was extremely thin. i always wear a white undershirt, and that fact was very evident since one could literally see through the shirt.
"
2,"like most cell phone users, i had two chargers for my phone: the supplied wall-wart charging transformer, and the accessory mobile charging cord. the wall wart rarely got used- i'd have to find it, unroll the cord, reach down to plug it into the wall, etc. not a very handy device. the mobile charger was much more convenient- if i remembered to use it, and if it was in the car i was driving. oops, left the charger in the van. oops, forgot to connect it. more than once i arrived at the office with a nearly dead phone.i bought this little stand on a whim, really, but it's turned out to be the single most useful accessory i ever purchased for a cell phone. now, when i come home, i immediately drop the phone in the charging stand at my desk. when i leave the house, i grab the phone and it's always fully charged. i haven't used the mobile charging cord since buying this stand. i haven't had to.
"
2,"doesn't really work in a major city. the radio installation company in my neighborhood said if you have a hidden antenna in your car that this device can cause damage to your radio too. not worth the $$ play more cd's...
"
1,"i did not get the slack that had the waistband. i got slack with no waistband, so i send them back an was trying to ge a 42 29 but i received a e mail stateting that the product was no longer avability. so far i'am not sure were my refund went. please let me know.tom atkinson
"
2,"came in 100% static all the time on every station. could barely tell what song i was trying to listen to. needless to say i sent it back the day after i received it. it's too bad because i've had one of these before and it worked great for years. this one may have been a dud.
"
2,"horrible product!! waste of money, do not even waste ur time! i live in an area with numerous dead channels with other older transmitters working perfectly well ... this one is all static and a complete failure.
"
3,"i have had a white one for years and very happy with it. however, i purchased two new mugs that were larger on the bottom than my other mugs. i looked at the black warmers and the photo appeared larger than the white one. also, the dimensions state a larger size. it is not. the burner is exactly the same size as the white one.
"
2,"i would advise any potential purchasers to avoid this product. mine worked once, and hasn't worked since. this is not a quality product.
"
2,"i've had this phone for 8 months and since then palm had replaced my treo 600 4 times. i've never dropped nor scratched it but it's just the phone itself that's messed up. every now and then there's a problem with this phone but i will still keep it coz i paid so much on this cr*p.for those of you who are thinking of getting a palmone treo 600, think over 100 times first okay?!honeybeechicago, il
"
3,"if you thought that farberware made good quality cookware, you are wrong. they used to. but now they've cut corners and are creating such low quality cookware that it's actually a safety issue. and just try to contact customer support, feedback, or even try and find the president of the company! you'll find ""shell corportations""/licensing companies and tons of complaints on various state departments of consumer affairs websites.i tried contacting them to report a serious problem with the new cookware that i've added to my collection (a 9 3/4"" fry pan & a 6 3/4"" sauce pot). on both the part where the handle connects to the metal cookware is now manufactured half as deep as their older products. the screw holding them together loosens up with just a single use. you'll need to keep a phillips head screwdriver at the ready to tighten the handle each time you use the pot!!! without putting too fine a point on it, please note that the pot -by definition- usually contains scalding hot liquids, so you sure don't want an extremely wobbly handle while you're using the cookware!!i tried to contact farberware to report this, and to see if they had a ""work around"" in place, like maybe longer screws! farberware's own website is so obstructive, and impossible to use that it can only be a deliberate attempt to disavow product warranties and to wall themselves off from actual customer feedback. you find yourself in a loop that does not allow input. and there is no other way on their site to contact them except by clicking on the ""contact us"" which only sends you annoying emails back with non-functional links! doing d&b; research i found that the current holder of the farberware license is meyer corporation u.s. and their president's name, so i'm going to follow up with post mail.but i first wanted to warn you! i've always found amazon's product reviews to be extremely helpful and have positively guided a lot of my own buying decisions. unfortunately, i had not checked product reviews before buying the two new pots because of my prior good experience with the quality of farberware products. so live and learn. i've also learned that true high quality alternatives to farberware are creuset, lodge, and the dutch oven from the mario battlia line. avoid farberware like the plague! -alana
"
2,"too big for my car. the microphone is way too big and hard to install. i will prefer a headset next time. note: the size of this car kit is just like a fist. before you buy it, remember to check your car by placing your fist near the car plug and try whether it will stick your car transmission or not.
"
3,"got a replacement, and new unit works great! - amazon won't let me change stars, but i'd change to 4.5 if i could.!i purchased this after reading the reviews. i had no desire to use this for a party or large gathering, just one serving at a time ( 4-8 dogs). i tried it the day after it arrived and once since. the heating coils turn warm, but they don't warm up enough to prevent touching them after an hour on max heat. we tried two batches, after 1 hour the dogs were warm, more than room temp, but thats it. called the company, they said to return to amazon, we probably have a defective unit.
"
3,"purchased this in 2010. doesn't keep coffee warm. well, barely warm -- but significantly cooler than i'd like. my preference is a cup that is almost as warm as when it is first poured -- not crazy hot, but more than lukewarm. this isn't even close. and don't even think that it can warm up a cup that has started to cool because you've been carrying it around for a few minutes.
"
2,"this device worked for less than a week, then the power began phasing inexplicably and the device no longer functions.
"
2,"i can't charge the cell phone battery. i even took it to sprint, to see if they could charge it. nothing happen. i was told that the machine could not identify the battery. what a dispointment.
"
2,"it does protect your phone but it started cracking after only having it for two weeks so if you plan on it being used every day plan on replacing it soon.
"
1,"i have worn jobst compression hose for a few years now. i havenever had a problem. i was thrilled when i had the option fora sheer pair....great for summer. the third time i wore one pair,i got a hole in them. i am not even sure how that happened. i figuredi must have done something. i put on my backup pair and the first timei wore them i developed a hole in them...the same leg (right one). nowthat i see these posts i know i will never purchase them again.
"
2,"many bubbles in casing...phone keeps demanding i install a sim card that was not received...best of all, the charger is european, not american...co. rep has offered to work with these ""issues"" but i do not expect them to repay the time and $30.00 it cost to replace the charger, and i do not have the time to waste trading the phone for one that is not marred.
"
2,"-they hadn't designed it to attach to your phone with a coiled wire. why not just a shorter straight wire? i wanted a retractable thing so that i wouldn't have to fight with the wire anymore. i'm still fighting it.-it weren't as big as my phone-the earbud weren't so delicate. the only reason i'm still using it is because, after the first one i bought utterly failed after about 10 minutes of use... and i argued with customer service for an hour or two, sent it back to nokia, and demanded my money back... they then sent me a new one. this one still works after a year... but i'm careful with it when i argue with the wire.
"
2,"great concept, i've had a palm pda since the first palm pilot personal then professional then a 7 and then the i version for internet with palm.net. i love the palm apps calendar and contacts, but this phone that cost $500 started to give me problems right after the year warranty time period. (which just so happened to coinside with the katrina catastrophe when our phones weren't working anyway due to service problems). the problem still continues with the same as the other reviewer mentions with this loud buzzing on the receiver side of the phone call. it's terrible and not usable this way. i'm afraid to send it for repair based on what another reviewer said that he got a refurbised model that was in worse shape than his and then after a few months had serious problems. the repaired phones are only warranted for 90 days, not long enough for these problems to show up. palm should be ashamed of themselves for not providing better support for such expensive phones!!! i bought mine unlocked directly from palm as well.
"
2,"this is an amazon scam! the clip is not for the v60 or v60i phones. there is no way you can mount your phone on the clip.the box claims the clip is for the l7082, l7089 and 120 phones.so amazon gets your money, you get a usless clip that would cost you more to return, than it cost to buy. nice little scam.i wonder do they ever read these reviews. i wish i had, i took them at their word.
"
2,"i originally purchased the logitech mobile freedom headset but when the clip that goes behind your ear broke, logitech exchanged it for the mobile traveller.unfortunately, this one is not comfortable at all. i agree with others that after 30-45 minutes, it feels like your ear is in a vise. it's true. it hurts.sound quality is very good. people say they can hear me just fine, and i can hear them just fine.but it also disconnects with my cell phone when it is not in use. what good is that? then when the phone rings, i don't hear it.then the clip broke on this one as well. logitech again replaced it. but how long will this one lsat?do yourself a favor and skip this one.
"
3,"i am a little disappointed in the quality of the stainless on this product. i have an older 1 oz. version of this and it is really nice. the stainless looks like it is about to get rusty at any time if i don't dry it immediately and thoroughly after every use. compared to my little one, the shine factor is just not even there. i regret not buying one of these about 15 years ago when i got my small one.
"
3,"is there anything worse than to be up at 5am with your infant, waiting for your morning coffee to brew only to find it all over the counter, cabinets and floor! what's worse than having to clean an enormous, scalding hot mess?--> having to do it first thing in the morning before your coffee!!!i've owned this coffee maker for a year.... found out about this 'little' design flaw early on. i know how to align and check everything and this still periodically happens. nearly every time we have houseguests, if someone else makes the coffee, it happens to them...poor things. anyhow, there's gotta be a better machine out there and i will find it..i'm not drinking my a.m. coffee at 3pm so this machine is not worth the gigantic pain in the a$$ of cleaning the mess!
"
2,"i am not happy with this item. it will not hold the station and has a lot of static. therefore, music does not play correctly.very disappointed.
"
2,"this phone is super-locked, means can be used with only active sim card. i purchased this phone as standby and for travel purpose. you can not used camera or fm radio without active sim card. i have several locked old phone, both gsm and cdma. i can use camera, music player, fm etc without any sim card or active service. i tried installing my old inactive sim card, but this phone is not accepting it. and without active sim card it will not turn on. i can get better and free phone with service.
"
1,"this was a gift, but the fabric was cheap and didn't look great on or last well. however it was fun, and i got compliments on it all night.
"
2,"i ordered this product and received it within the specified amount of time. however, when i opened the package the item i received was not the one that i ordered. it was a completely different item then i ordered.it wasn't even similar. the bluetooth i received was black and silver. i was very disappointed.needles to say i was going to keep it after to calling the number on my shipping paper. i opened the package and the bluetooth did not even work!!!!!!!!!! i returned the item and received my money back but i still spent money to send the item back and never got a shipping label from the company when i asked for one. very displeased.
"
