department,review
Clothing_Accessories,"this bra is completley worthless! it offers absolutely no support, is cheaply made and does not run according to size. don't waste a penny on this. you will be disappointed.
"
Clothing_Accessories,"the shirt fits well, good style, good shirt. but bealls of florida sucks as a retailer. their customer service is rude, crude, and unrefined. even the supervisors of customer service suck, they don't return or accept any items back. so beware, you better be damn sure that size fits (ordered product before). because bealls of florida will not let you return the item for different size or style. i will not shop here again! i repeat, i will not shop here again. this place sucks as far as a retailer.
"
Clothing_Accessories,"i purchased an under armour compression tee at a local store in a size large. the shirt fit fantastic. i wanted a back up so i purchased this one online size large, different color. the shirt arrives on time, open the package and it is a large but does not even fit over my shoulders.... i contacted the vendor for an exchange. they do not do exchanges but will allow me to return the shirt. if the shirt was worn it has to be washed before returning it... no problem for i could not get the shirt on anyway so tags etc were all in place. if you pass 30 days, there is a restocking fee of 20% which i was unaware of.when i questioned the vendor why i have a large and ordered the same size it did not fit. the vendor stated that under armour has different sizing charts for different shirts. that just did not make sense. how are you to buy a product with ""floating"" sizes.so, i went online to nordstrum to find the same exact heat guard compression tee. there was a size chart that could be pulled up to check size before ordering.... only 1 chart for under armour. i did all the measurements correctly to find that i was to order a large.i know the shirt fits tight but since i already had a large that fits, and the chart from under armor at nordstrum confirmed that i had ordered the correct shirt size, the statement that there are different size charts for different under armour shirts "" just doesn't fit!"".i personally will visit a store and actually try it on to avoid the hassle and disappointment of waiting for a product that does not fit, seemingly was ordered correctly, and then had to be mailed back.
"
Clothing_Accessories,"if you are looking for bill blass quality (go and check it out in a store), then keep away from this.on the other hand, if you are looking for a cheap shirt, then this is the real thing.
"
Home_Kitchen,"this device does well enough keeping the coffee warm, but i have black gunk along the bottom of every cup and mug that has sat on the warming pad, which seems to come off only with a long soaking in clr.
"
Cell_Phones_Accessories,"i purchased this case new with my phone and alternate it, using the holster sometimes and the case at other times. the case is somewhat durable, but not real tough. recently the stitching started to come out and the plastic which covers the keypad of the phone broke at the bottom. i am not real rough on my stuff and am only a mild cell phone user so i found this item disappointing. by comparison, the nokia cases hold up much better. if you have a startac, skip this case and try a 3rd party brand - you will sepnd less and probably will get a better case.
"
Cell_Phones_Accessories,"disapointed that this product doesn't charge i-pod. as a result i have had to return this product to exchange for another one. i still haven't heard from them for my refund it has been over two weeks!
"
Cell_Phones_Accessories,"probably the worst part of this phone is the texting. not only do i not like the style of the sms program, but the texting is so slow on this phone that i'll have a full sentence typed but it will still be one the first couple words. then you have to wait until it catches up to you and see if you've made a mistake. this gets really annoying if you're writing more than two word messages.the lag in texting applies to everything else. this is by far the slowest phone i have ever owned.the one positive thing i will say about this phone is that i like the option of having a normal ringtone (one that actually sounds like a phone); that, however, is a feature of all motorola phones.as far as the 2mp camera, do not buy this phone for the camera, as you will be disappointed. the quality is horrible. i thought that a 2mp camera would take better pictures than the 1.3 that i had on my previous phone. i was sadly mistaken. pictures from this phone look good neither on the phone or on a computer.if i could afford it, i would trash this phone and just buy a new one, but i'll have to wait until i can renew my contract and go back to nokia.
"
Home_Kitchen,"very expensive. have to read the manual every time for it to work. got a mind of it own. the lid has to washed every time and there is only one way to screw it back on. if you lose the encyclopedic manual, you are truly toasted. don't buy!!! you can get this crap in chinatown cheaper any way.
"
Cell_Phones_Accessories,"this is a great price on a cheap holster. i got this same holster from my wireless dealer when i got my blackberry. i paid $24 for it. the clip broke in about 6 weeks. i saw this same holster on amazon for just a few dollars (plus shipping), so i gave it another try. clip broke after just 3 days of use.lesson learned: a piece of garbage at any price is still a piece of garbage.
"
Home_Kitchen,"this product looked good and has a very good idea going. however, my family got me this for christmas so when football sunday came around and we had a house full of folks, this little baby that was built in china really showed what it is all about....no electrical power right out of the box! need i say more? what a useless piece of junk, i would not reccomend anything from this manufacturer....signed simply as brenda's husband!
"
Cell_Phones_Accessories,"this phone is consistent with the quality of phones i've received from cingular. it's a piece of crap! i too, get no reception in my own house, and it holds a call like greased hands hold a greased ball of grease that was soaked with grease with a grease soaker. it is the worst of the worst. the speaker is crap, of you shift it at all from your ear hole... sorry for the technical lingo... but if you do that, you won't hear anything. it won't charge unless the phone is turned off, and the battery lasts for about two hours of talk time, and about a day of powered on time. the most irritating part is the battery, but the dropped calls is a close second. i swear you can have five bars, but as soon as you push the call button, it will drop to two... do not cheap out and get this phone! upgrade!
"
Cell_Phones_Accessories,"the product description on amazon's web page indicates that this headset is compatible with the nokia 2600 phone. so i ordered two of them together, but neither one worked with my nokia 2600. since the seller would only refund my purchase price and original shipping charges, i had to pay the return shipping costs myself. so i'm now back to square one with no headset for my phone -- and with less money in the bank than before. the only reason i'm giving this headset one star is because i wasn't able to proceed with my review unless i rated it at least one star!
"
Clothing_Accessories,"great shirt in most respects, but way too small. i bought the adult small for my 12-year-old son, who is 5 ft even, 115 lbs, and it is so skin-tight he could barely breathe in it. i'm exchanging it for the non-compression version.
"
Cell_Phones_Accessories,"this phone crashes all the time. it has trouble charging (it won't recognize the charge plug, even sometimes during a charge, so it won't actualy cahrge at all). i have a hard time making calls taht are not in my area code (t-mobile recognized this problem...and did nothing....go t-mobile). don't waste your money. buy motorola (sometimes those work) or nokia. sony makes the worst products, be it stereos, headphones, cd players or cell phones.
"
Clothing_Accessories,"i have this in all 3 colors, and only the blue color looks fine. the other two colors, i don't think i would like to wear to office where i am a mid-manager level. reason being that the fabric is a blend hence thinner than the normal 100% cotton shirts that i prefer. looking at the retail price of the shirt, i was expecting something better.
"
Clothing_Accessories,"dockers are dockers, so that's not the problem. just be sure you don't trust the images if you choose to buy these via amazon. ""cafe,"" for example, should be ""coffee."" despite the fact that the image for ""cafe"" shows a stone or very light gray color, ""cafe"" is actually dark brown. so the product isn't defective, but is misleading: i didn't want brown pants, but that's what i got.
"
Cell_Phones_Accessories,"this came with my phone...and i really like the phone, but this charger is one cheap piece of crap. i've gone through two of these, and now just use the car adapter charger instead.
"
Cell_Phones_Accessories,"i purchased this case in an effort to find a case that looked nice but did not draw too much attention to my phone. also, i wanted it to protect my phone. this case does that. i like that fact that is fits the phone perfectly; like a glove, and does not hinder usage in any way.another plus it the fact that the case is clear. this, i don't know if it was intentional, allows for the lights to really reflect off of the case when blinking (messages, bluetooth, etc), making the phone visible and giving it a really cool effect with the top of the case glowing in low to no light situations.the case feels nice on the phone and does not hinder putting the phone in your pocket or anything like that.i don't use the clip that came with the case because i am not one who clips my phone on my belt, but if used, it may be a tad uncomfortable as it is pretty big.
"
Cell_Phones_Accessories,"the product was delivered in a timely manner but the software is not compatable with the cable interface to the phone.
"
Clothing_Accessories,"i ordered this item for support being that i have a rather large chest. the item had much more coverage than the picture lets on and came in the size i ordered according to the tag but once i had it on i realised it was 3 sizes too small. when i returned it to the sender the refunded only half my money. this item was ordered with one more bra like it and out of my $40 order i got just over $20 back. i plan on disputing this with amazon and the seller.
"
Cell_Phones_Accessories,"these work great for keeping the earbuds comfortably in place while allowing one to hear others speaking, say in a grocery store. of course they do not provide audiophile quality sound, but they're great for listening to podcasts while doing the shopping.the only downside is they are bulky and so do not fit in any earbud holder while not in use. taking the eargels off to store the earbuds off is possible but difficult enough to be annoying.
"
Cell_Phones_Accessories,"received clip. box says compatible with motorola l7082 l7089 120 phones. doesn't work with my v60 phone. . .
"
Home_Kitchen,"i bought one in july and it was broken yesterday after three months of use.
"
Cell_Phones_Accessories,"this product does not charge my treo 650. i own a votage meter and checked the output and it does, in fact, produce an electric current. however, that current is underpowered. so much so, that it will not even trigger the ""charging"" signal on my treo 650. this charger is worthless. i would send it back, but shipping cost more than what i was billed for the actual unit, so i guess i can't complain. do not buy this product. buy one from a reputable 3rd party. too bad the replacement charger that sprint sells is overpriced and falls apart.
"
Clothing_Accessories,"this shirt was labeled large, but it was more along the lines of xl to xxl. unfortunately after paying extra shipping charges, i had to pay more shipping charges to return. i won't buy from this supplier again unless they offer free return shipping.
"
Home_Kitchen,"this warmer doesn't even begin to keep coffee warm. don't waste your time or money. very disappointed given the mr. coffee brand...
"
Cell_Phones_Accessories,"this is the worse phone i ever had. at the begining was ok but now after 4 month phone by itself start to get numbers even when i want to make off or on the phone and by press that buttom, phone by itself gets last no i got before!!!
"
Clothing_Accessories,"i love the style of the bra, however i ordered a 46d in black and the cup size of what i received was almost double in size. the label read 46d (which i know i wear), but had to send it back because the cup was just too large.
"
Cell_Phones_Accessories,"it does protect your phone but it started cracking after only having it for two weeks so if you plan on it being used every day plan on replacing it soon.
"
Clothing_Accessories,"i purchased one of these shirts from sport check and paid $30 for it. it was comfortable and i had no problems with it until 1 day i noticed some white flakes on the front of it. when i tried to wipe them off i saw that it was the material that was flaking off in a perfect circle. the more i brushed the bigger the hole grew. now you can see through the center of my shirt like some nylon stockings, which looks pretty girly. for a $30 shirt i sure expected to get a lot more wear out of it.
"
Cell_Phones_Accessories,"i've been a palm fanatic for over 10 years. i've always been an early adopter and bought the latest gadget when it first came out. i agree with many of these reviewers that the treo 600 was a breakthrough product and has great functionality, etc. but it is completely unreliable. i'm currently on my 3rd 600. each one died a hideous death after about 6 months. first the normal phone speaker died. so handspring replaced it for free. six months later the monster buzzing in my ear made using the phone impossible (in addition it had a nasty problem of doing a hard reset all on its own about once a week - often when i was traveling.) so again handspring replaced it. about 4 months into my 3rd device the monster screeching buzzing returned. this time when i called for a new one i was informed by palm that, ""we don't replace phones for free any more. it will cost you $200 to get a replacement."" so basically palm's business model is: we sell you a product that consistenly doesn't work and then we demand that you pay us as much to replace it (with another one that doesn't work) as you would have to spend to get a blackberry. it's unbelieveable. so i thought i'd suck it up and buy the 650 (even though two different friends bought it and both had already swapped it out for the same unreliability). but palm told me to get a 650 would cost me $700 ! i said, ""wait a minute, handspring used to give me the new phone each time at a discount if i'd send my old one back."" but i was informed that palm doesn't reward loyalty in any way anymore. what a joke.so i wrote a letter to the ceo of palm to complain. that was 5 months ago. no response or acknowledgement. what a disappointing company - in every aspect of it.i now use a motorola razor. palm is a joke. no serious business person can rely on the palm products or the company any more. shame.
"
Cell_Phones_Accessories,"don't make the same mistake that i did. the phone is why i signed up for t-mobile (it really should be free..the resolution on the screen & digital camera is poor to say the least)..but what is the use of the phone when you can't even make phone calls during your ""unlimited minutes."" i am lucky to even have a phone call go through without receiving a ""message failed"" or ""network busy"" signal. when my calls do go through, they are usually cut off in mid conversation. i called the customer service center...and their response was...well yes we do know that this is a problem in your area but have no immediate plans of extending your coverage area. now i am stuck with a contract and a nice phone...but no coverage. the coverage in my area is even listed officially as great by t-mobile. avoid t-mobile like the plague!!!!!!!!!!!!!
"
Home_Kitchen,"i was excited to get these, and i loved them for a day, but then they kept breaking one after the other. if i left them on a cup for a long time (or sometimes just a short time), they would eventually just pop off at the seam. and now i feel bad that i'm tossing all this worthless plastic into the garbage where they will be leaching plastic yuckiness into the landfill for years to come. love the idea, but they are poorly made. skip them!!
"
Home_Kitchen,"even though this is rated to hold up to 2000 lbs. i would not trust it to last very long. the nylon and ropes that this comes with are clearly very low quality. some of the ropes even showed signs of fraying straight out of box. cannot recommend this item.
"
Home_Kitchen,"got a replacement, and new unit works great! - amazon won't let me change stars, but i'd change to 4.5 if i could.!i purchased this after reading the reviews. i had no desire to use this for a party or large gathering, just one serving at a time ( 4-8 dogs). i tried it the day after it arrived and once since. the heating coils turn warm, but they don't warm up enough to prevent touching them after an hour on max heat. we tried two batches, after 1 hour the dogs were warm, more than room temp, but thats it. called the company, they said to return to amazon, we probably have a defective unit.
"
Cell_Phones_Accessories,"the v600 model was originally designed for at&t. due to the at&t/cingular merger, cingular decided to take this model as well. however, cingular could not get the phone to fully work on their 850mhz network. that is why they started replacing the phones of their v600 customers for v400 models. all this corrective process (call it recall, if you wish) is carried out by cingular exclusively. as per the phone itself, the v600 is not being recalled or discontinued by motorola but is being recalled and discontinued by cingular. it is just cingular's network that is not capable of supporting this model. an easy way to test this is to try and activate this phone through at&t: it will experience no difficulties whatsoever. motorola will repair the phone, if necessary, and return it to you fully functional. however, if you wish to receive a replacement unit, you will need to contact cingular. a new motorola model is currently in development to replace the v600. the new model will be very similar to the v600 model.
"
Cell_Phones_Accessories,"this is the 3rd piece of junk treo i have been given. i have suffered through spontaneous reboots, dropped calls, locking screens, you name it. now the latest is screen bleeding that no one will cover. this phone is junk.
"
Cell_Phones_Accessories,"this is a great product and it was a great price, however it does not work with mp3 player on the samsung blast phone. otherwise it seems to be ok. too bad the product description does not mention it will not work with mp3 players. i think thats poor technical writting.
"
Cell_Phones_Accessories,"this handsfree set is not compatible with my nokia 6100 phone. the jack is too small for the phone.
"
Clothing_Accessories,"the costume came fast and fit awesome. my only complaint was with the shoe coverings. they broke easily and would not stay on my daughters shoes so we ended up not using them.
"
Cell_Phones_Accessories,"i purchased this hoping to get the music downloaded on my iphone to be played in my car. i guess i did not understand that you need to tune your fm radio to a station with minimal noise in order for it to work well. unfortunately, there were few stations that i could tune to with minimal noise and when i play the music i just hear a lot of static.i definitely do not recommend this product.
"
Cell_Phones_Accessories,"i was very disappointed with the earglove. it looked so cool with the interchangeable foam covers and all, but i just couldn't get it to work for me. the build quality left a lot to be desired, and after several attempts to fit it comfortably, it sort of came apart, although i managed to get it together again. then i just couldn't get the earbud thing to fit in my ear; if i stuck it right in it was very painful, as it's not padded, and if i positioned it hovering outside my earhole, i could hardly hear a thing, especially when the car was moving. i had much better luck with a competitor earpiece which looped right around my ear, and had a broader speaker cover which sat outside my earhole and gave plenty of volume. another irritating thing about the earglove was the mute button, which if your phone is not compatible cuts off the call instead.i don't want to be too harsh since i think with these ear-thingies its just a case of finding one which fits the shape and size of your ear best. maybe the earglove would work well for you. its just a shame you have to buy one to find out. maybe a friend has one you could try for size first, because if it doesn't fit it will be useless.
"
Home_Kitchen,"only keeps coffee tepid at best. actual element gets very hot; it just doesn't reach the coffee. item is small enough to stay on the table. it makes an expensive coaster.
"
Cell_Phones_Accessories,"the side ripped within 2 days of use. pretty useless now.
"
Cell_Phones_Accessories,"do not waste your time or money on this one. this is a great idea, but unfortunately the production quality was subpar. the unit works via bluetooth with the iphone and the connection is incredibly unreliable. when i bought the unit a few weeks ago, there were very few customer reviews listed for the keyboard. now that i have it, there are a number of reviews indicating that it suffers from bluetooth connectivity issues. i have packaged it up and returned it to the seller (unfortunately a third party on amazon) and am hoping that a refund is provided/
"
Home_Kitchen,"while i agree this pan is good looking, it's not good cooking! takes a long time to heat up and bottom does not heat evenly. if i'd known farberware had changed their ""classic"" pan, i wouldn't have bought it. my advice--look for another brand.
"
Cell_Phones_Accessories,"okay so i guess i didn't read the 1 or 2 reviews that said the case doesn't close shut.it clicks shut then flips open. anyway i will return what is essentially a pointless product now. very disappointed.seems the build quality is inconsistent as most reviews said it shut fine but 1 or 2 did report this problem
"
Clothing_Accessories,"i agree, these are cut small... buy an inch or two larger than you normally do. the waist band does not stretch.
"
Home_Kitchen,"i would assume whoever packages these items, looks at them -- this should be a round pan -- not a dented pan. the box was not damaged, airpacks around the pan. pan has a serious dent -- not a minor dent. watch what you buy
"
Cell_Phones_Accessories,"i bought this item to use with my lg env. i thought it would have been a lot better since it was a motorla but i was way wrong. every call has a howl!!! i have tried it on 5 different phones including 2 env's, 1 env2, 1 voyager and a blackberry. don't waste your money on this.
"
Cell_Phones_Accessories,"this phone is definitely a beginner phone. if you just want this phone simply for phone calls, then this phone is for you. but if you want a phone that has a good quality camera, takes videos, and etc. this phone is defintely not for you. this phone doesn't even have the video feature on it.oh and the battery life absolutely sucks!the only good thing about this phone is the cool lighting features. that's it.
"
Cell_Phones_Accessories,"this is not a data cable this is only a usb charger dont buy this.
"
Cell_Phones_Accessories,"i finally found an ear piece for my 2 year old nokia phone. however, the ear insertion doesn't stay in my ear and constantly falls out. so, i'm using my hand to keep the ear piece in my ear. also, hearing volume is not effective. annoying, but can't do anything about it.however, i've discovered you can find stuff on amazon and that's a good thing.
"
Home_Kitchen,"i agree this is a solid cookware. but it is so hot on the handles everytime i try to remove it from the stove. i believe they can do something about the design of the handles. btw, my hands are not so sensitive to heat normally. but this is super hot beyond my tolerance.
"
Home_Kitchen,"we had to buy a new lunchbox for our son after 2 months (a different brand, machine-washable) because this one is way too hard to clean. i have turned it completely inside out, scrubbed between all the cracks, and still food is stuck in the seams andthreads. it is very durable, but we can't get rid of the smell or stains with a reasonable amount of effort.
"
Clothing_Accessories,"paid around 10 bucks for the shirt, but its not wort 10 bucks at all, cant wear to office cos the cloth is see thru. very thin cloth.
"
Cell_Phones_Accessories,"like the styling but cannot stand the poor reception. i also have a sony p900 gsm phone and it gets better reception in side by side tests. i do not recommend this phone.
"
Cell_Phones_Accessories,"according to a survey, more customers are ordering their cell phone and service from amazon.combut if you are one of the customers contributing to this, its a big mistake. i have ordered 2 ""cell phone + service""s from amazon. the first shipment took such a long time, i had to cancel it. the second one is on hold for almost 2 weeks with a message that ""can be delayed further"". so if you order one of the top 10 bestselling phones from amazon now, it will take at least 3 weeks for your shipment to be delivered...guess amazon is waiting for seconds to re-package, huh?
"
Cell_Phones_Accessories,"my god, this is the worst cell phone i have ever owned!!you get very low reception, and the quality of sound both ways is horrible.even with all the reception bars, you get very poor quality conversation, even outdoors.low batery lifeim selling mine.
"
Clothing_Accessories,"this shirt is absolutely the worst in the market. the fabric is cheap, so cheap, that i threw the darn thing away
"
Home_Kitchen,"we have one of these at our shop, and nobody ever refills it. why? it requires a fairly complex set of steps compared to everytihng else on the market. you must first unlatch the locking mechanism, fold the arm out of the way (not intuitive at all). tried to find instructions for this online, so i could print them out to clear it up, but i can't find anything. terrible holder, i'd rather have a homemade piece of wood.
"
Cell_Phones_Accessories,"my advice. purchase the cable and download the free software over the internet. like other reviewers i never got this software provided to work.
"
Cell_Phones_Accessories,"this bluetooth lets in a lot of outside noise. if there is anything going on in the background, the other person is going to hear it. tv's or radio's, road noise. almost anything. i would suggest a different unit.
"
Cell_Phones_Accessories,"i can't charge the cell phone battery. i even took it to sprint, to see if they could charge it. nothing happen. i was told that the machine could not identify the battery. what a dispointment.
"
Home_Kitchen,"although the warming surface is large enough to accommodate larger coffee mugs it unfortunately does not keep the coffee hot, a disappointing lukewarm at best.
"
Cell_Phones_Accessories,"well i took a chance on these. i read previous reviews and believed what they said...always go with your first instincts. i should have known better. they looked too big in the pictures, but the reviews made it sound like only a tiny part of these ear gels actually went in your ear. so i took a chance on them.i was so disappointed. they come with three sizes, however even the smallest size is much bigger than the ear bud on the jabra bluetooth device, which was the initial problem. don't believe previous reviews that tell you that these will solve the problem, they make it worse.i now have the newest, most expensive jabra bluetooth device that will not stay in my ear. when it is in correctly it is very painful. i am now going to purchase the earbuds that i thought sounded good before i read the reviews. i will update then.
"
Cell_Phones_Accessories,"purchased locally. i figured if any issues i would return.i had my player with me. (creative zen vision:m)plugged in, found an empty frequency, tried to set the unit. unit would not set! -/+ buttons didn't work.also, if you have a somewhat large hand, you won't find this an easy unit to set.returned within 20 minutes to the store where purchased. didn't bother with trying another. monster need better quality control.
"
Cell_Phones_Accessories,"i got this product and was a sheer waste of money. it did not come with an attachment to connect in the car. so i dont know what/how i can use it.
"
Cell_Phones_Accessories,"the phone is ok - slightly poorer reception that other models but i believe that's due to the internal antenna.the t-mobile coverage is really abysmal, however. if you are looking at this phone, buy it but get your service from at&t.; at least in the 95129 zip code and surrounding areas you will get vastly better coverage.
"
Home_Kitchen,"i ordered a 16 piece place setting , service for 4 but only recieved a 4 piece place setting, service for 1. i contacted amazon and they arranged to have the order corrected and arrange for return for the incorrect order. once to corrected shipment arrived again it was a service for only 1. i was charged for a service for 4. this was eventually credited back to me however since i only had 2 place settings, i purchased 2 others locally at younker's department store. the dishes that came with from amazon are different than the ones from younker's. it is like the molds were different or something...the plates are deeper from amazon and as a result the set does not stack properly. i am not certain if this inventory issue has been resolved with amazon so buyer beware.
"
Home_Kitchen,"first off, i love the coffee this machine makes, and the thermal carafe is great--no burnt coffee taste you get with the burner plate models. that said, i've gone thru two of these coffee makers in 17 months and won't get another. with the first, after 6 months the pre-brew function timer stopped working. i didn't use it much, so decided to live without that. but 4 months later it stopped brewing entirely--it would ""beep"" it was done, but no coffee had brewed :-( it was replaced--i had option of going with another brand/model but i stayed with this one, b/c, as said, i love the coffee and the thermal carafe. now replacement, after 4 months, stopped working. but this time i was there when it went bad--was brewing a second pot of coffee and smoke started pouring out the top of the machine. it smelled like an electric fire. i turned it off, unplugged, and poured cold water in the back, just in case that would help. after that, it is dead--i tried turning it on again to see what would happen (we really wanted coffee), but it just ""beeped"" that it was done, with no brewing. i don't know what burnt up, but i won't risk an electric fire with another one. i'll miss the great coffee & the thermal carafe, so hope cuisinart figures out the problem and fixes it for future models. a coffee pot at this price should last a few years at least.
"
Cell_Phones_Accessories,"this is the worst phone i have ever had. the speaker is terrible. you have to shove it into your ear to hear anything, even after you have turned the volume all the way up. after having it for 3 months, the screen went blank and i couldn't see anything. luckily, cingular sent me a new one. however, the battery would only last for about two days with the new one, and i had to buy a new battery. the buttons on the side are a pain because they will get pushed inside your pocket and make the phone beep and go out of silent mode. very annoying. so, like i said, don't buy it!!!
"
Clothing_Accessories,"fabric is one of the cheapest. stiching is very bad and sizing is off. not even worth $7.50 sale price.
"
Home_Kitchen,"-not as pictured-pour spout too wide-no lip on the pour spout(as pictured, there is one)-milk runs down the pitcher at times since the spout is so wide.
"
Clothing_Accessories,"i bought this bib for my daughter to wear at her ladybug themed 1st birthday. it only lasted a few times after that before it started falling apart.
"
Home_Kitchen,"product cheaply constructed vs. price paid. not real sturdy, wobbly especially on carpet. does not fit 24 pairs of shoes unless you have real small feet. it does fit 4 pair per row for 6ft. size 11 man and same amount for size 9 women
"
Cell_Phones_Accessories,"i've had this case for close to a year now and had no problems with it up until 2 months ago when i noticed one of the plastic hinges that attaches the palm to the case snapped off, the remaining intact hinge has held up for about 2 months so far. the clasp has been fine and holds the case firmly shut, great access to all buttons and slots. i would have given it 5 stars but the hinge broke.
"
Cell_Phones_Accessories,"(note: i tried this with a nokia 5150. your mileage may vary.)comfort is poor. getting it to fit snugly takes a bit of practice, and the ear bud starts to get uncomfortable after 5 to 10 minutes.reception is ok. sound is loud and clear, but seems to be susceptible to interference from other rf devices (portable phone, stereo, computer, etc.)transmission is very bad. i tried calls to several different people. all complained that they could barely hear me speak. i finally gave up on it.styling is great, but that really doesn't make any difference when you can't use it.
"
Clothing_Accessories,"these shorts are extremely comfortable, and do their job. however, i have had several pair that rip in the inner thigh. my most recent pair ripped after only 3 months of use, being worn 1-2x per week. simply not worth the $.
"
Cell_Phones_Accessories,"i had such faith in this phone when i first bought it. now that i am 7 treo phones later and it only being a year and a half....i have to say that this is the worst high end purchase i have ever gotten. in the beginning all of the reviews were wonderful from consumer reports and gadget blogs and electronic magazine reviews. however none of these publications seems to have let consumers know the truth about the horrible quality of these phones. as a pda they function fairly well but as a phone...the signal is always dropping (that is if there is a signal). friends and family claim it is hard to hear what i was saying when using the phone and that it sounded like i was in a tunnel. hearing what other people were saying was difficult. i would have to go outside to try to get a better signal just to hear what was being said. i purchased my phone through amazon to use with sprint. i invested in the monthly warranty to replace the phone. this seemed like a good plan until i realized that they were replacing my phone with refurbished phones that had the same problems as the handset that i had just given them. when my final sixth phone was replaced by sprint i made a call to a friend from the parking lot to ensure that it worked before i left the store (i had learned by this point). five minutes later yelling into the phone and trying to call back 3 times with no success (and no...the mute was not on). realizing that i had yet another dud on my hands i went back into the sprint store to take out the poor 16 year old clerk that had the misfortune of replacing my handset five minutes prior. apparently he had a panicked look on his face since he was waiting on customers who had just decided to get...you got it, a treo 600. well he quickly summoned his manager who decided to give me a brand-new never been opened treo 650 free. so yes i did get an upgrade free for all of my trouble. it is not much better than the treo 600. the signal is weak and it is hard to hear on both ends and when on vibrate mode the calls get sent straight to voicemail. convenient for emergencies i would say. i live in arizona but i sure do wish that i lived in california since there is currently a class-action suit against palm-one and the various cell phone carriers of the treo 600 and 650 for the poor quality of the product and replacing handsets with equally poor treos. at this point since the treo 700 just was released, it probably is not on the class action suit. however the treo 700 does run on a windows operating system which will make your palm os software from your treo 600/650 obsolete. it will also make it morevulnerable to viruses and lets not forget that little trick of being able to erase a bluetooth devices address book when someone has bluetooth enabled, also there is the ability to tap into peoples' conversations that they are having with their wireless blue-tooth headset. (not that i do it but i'm sure that some people are actually enjoying rush hour much more due to this security flaw). overall i would say that palm-one as a company has gone downhill in terms of quailty and customer service and that both the treo 600 and 650 are phones that i would not waste your time or money on.
"
Clothing_Accessories,"this is the first thing i've ever gotten from under armour. everyone on my football team has good luck with their products but mine seems to be defective. after one wash the logo starts cracking and the second time worn the logo starts peeling...wishing for a refund, bad luck i guess.
"
Cell_Phones_Accessories,"i'm on my second one of these, because the click-tab on the first one broke. it's not more than a month later, and this one has broken the same way. six dollars may not be much money, but it should buy me a higher quality product than this. and i can't get the clip separately from the holster. if i could get them separately, i would just buy ten of the clips at two bucks a pop, because it isn't the holster that keeps breaking!
"
Home_Kitchen,"i need more time to evaluate this product.i am trying to adjust the temperature.suggest you send me this review at a later date.
"
Home_Kitchen,"if you purchase millennium products by farberware do not count on getting any satisfaction if you need to use the warranty. i sent in three pieces 5 months ago for what i was told was a 6-8 week process -- i'm still waiting, and every time i call i get a different line -- they are either incompetent or lying, or both. decent products, unacceptable customer service -- buyer beware!
"
